time,position
0.008522555999888937,-2454
0.027787523999904806,-2451
0.048214969999889945,-2447
0.06761951899989072,-2447
0.08691672500003733,-2447
0.10536082199996599,-2446
0.12286425899992537,-2446
0.14116887899990616,-2446
0.1595661009998821,-2446
0.1788828910000575,-2446
0.19734985199988841,-2446
0.21667143299987401,-2446
0.2367188339999302,-2446
0.25673456999993505,-2446
0.27681780399984746,-2446
0.29678322799986745,-2446
0.31682677499998135,-2446
0.33528394399991157,-2446
0.35528639799986195,-2446
0.3736815370000386,-2446
0.39212021699995603,-2446
0.41126565599984133,-2446
0.4312061839998478,-2446
0.4511946799998441,-2446
0.47114484300004733,-2446
0.4911825049998697,-2446
0.5095780609999565,-2446
0.5288138099999742,-2446
0.5472174899998663,-2446
0.5657062739999219,-2446
0.5856638850000309,-2446
0.6057271189999938,-2446
0.6257069169998886,-2446
0.6431733229999281,-2446
0.6615518480000446,-2446
0.6815260739999758,-2446
0.7014631639999607,-2446
0.720784015999925,-2446
0.7408198030000221,-2446
0.7607995490000121,-2446
0.7808726270000079,-2446
0.8008351339999535,-2446
0.8208309730000565,-2446
0.8408578019998458,-2446
0.8608346319999782,-2446
0.8808615640000426,-2446
0.900839747999953,-2446
0.920827306999854,-2446
0.9408770519999052,-2446
0.9608210689998486,-2446
0.9807694619998983,-2446
1.0008402999999362,-2446
1.0208123899999464,-2446
1.0407901050000419,-2446
1.0608179229998314,-2446
1.0808502729998963,-2446
1.1008067899999787,-2446
1.1208464310000181,-2446
1.1408204479998858,-2446
1.1607821739999054,-2446
1.1808506679999482,-2446
1.200911872000006,-2446
1.2208905239999694,-2446
1.2409064149999267,-2446
1.260868192999851,-2446
1.2792727070000183,-2446
1.2983925209998688,-2446
1.3176559769999585,-2446
1.3376481709999553,-2446
1.3576128649999646,-2446
1.3775966739999603,-2446
1.3976970940000228,-2446
1.4176768400000128,-2446
1.4376178369998343,-2446
1.4561280259999876,-2445
1.4761119390000204,-2445
1.4961303299999145,-2445
1.5155158679999658,-2445
1.53544259399996,-2445
1.5554048399999374,-2445
1.5754332310000336,-2445
1.595501724999849,-2445
1.615534074999914,-2445
1.6355474140000297,-2445
1.655507211999975,-2445
1.6755737270000282,-2445
1.6955661289998716,-2445
1.7130315970000538,-2445
1.7331732679999732,-2445
1.7530978580000465,-2445
1.7730597919999127,-2445
1.7931358379998983,-2445
1.8130928759999279,-2445
1.8330959549998624,-2445
1.8514226059999146,-2445
1.8713208950000535,-2445
1.8913554839998596,-2445
1.909941764999985,-2445
1.9283056029998988,-2445
1.948221963999913,-2445
1.966758246999916,-2445
1.9866995559998486,-2445
2.0067054989999633,-2445
2.0266634229999454,-2445
2.046676709999929,-2445
2.065072733999841,-2445
2.0842601499998636,-2445
2.104270728999836,-2445
2.1228707079999367,-2445
2.14278097600004,-2445
2.162728066999989,-2445
2.182747604000042,-2445
2.202766775999862,-2445
2.2227135020000333,-2445
2.241972270999895,-2445
2.2618882159999885,-2445
2.2802826259999165,-2445
2.3002624759999435,-2445
2.320300553999914,-2445
2.3402769659999194,-2445
2.360284836999881,-2445
2.378678882000031,-2445
2.397902234999947,-2445
2.417818335999982,-2445
2.4377714669999477,-2445
2.457875637999905,-2445
2.477842258999999,-2445
2.4962432830000125,-2445
2.517030461999866,-2445
2.5370436450000398,-2445
2.556998650999958,-2445
2.577001782000025,-2445
2.595416034999971,-2445
2.6138737249998485,-2445
2.6323105819999455,-2445
2.652182568999933,-2445
2.6721715849998873,-2445
2.6922008609999466,-2445
2.710514804000013,-2445
2.7305413709998447,-2445
2.7505378359999213,-2445
2.7704943009998715,-2445
2.79051378500003,-2445
2.8104685309999695,-2445
2.830503171999908,-2445
2.8505492709998634,-2445
2.8704921419998755,-2445
2.89046344999997,-2445
2.9089527019998513,-2445
2.9282144399999197,-2445
2.9481645509999908,-2445
2.9681471609999335,-2445
2.988151228999868,-2445
3.006561627999872,-2445
3.0266303309999785,-2445
3.0466004929999144,-2445
3.066584978000037,-2445
3.08670753399997,-2445
3.1066786859998956,-2445
3.126691400000027,-2445
3.146673749999991,-2445
3.1667336509999586,-2445
3.1851578509999854,-2445
3.2051218679998783,-2445
3.2251475509999636,-2445
3.2451927119998345,-2445
3.265176363999899,-2445
3.285119130999874,-2445
3.305201530999966,-2445
3.32514924599991,-2445
3.3451092519999293,-2445
3.364396301999932,-2445
3.384332193999853,-2445
3.4036158579999665,-2445
3.4236981540000215,-2445
3.4436864409999544,-2445
3.4620901209998465,-2445
3.481992941000044,-2445
3.501922635000028,-2445
3.5218605589998333,-2445
3.541204169999901,-2445
3.5596054019999883,-2445
3.578877607999857,-2445
3.5981079919999956,-2445
3.6164862559999165,-2445
3.6366006349999225,-2445
3.6565922029999456,-2445
3.676597417000039,-2445
3.6966728380000404,-2445
3.7166974259998824,-2445
3.736905760999889,-2445
3.7562181230000533,-2445
3.7761944310000217,-2445
3.7961746969999695,-2445
3.8162485039999865,-2445
3.836293403999889,-2445
3.8562777849999748,-2445
3.876305393999928,-2445
3.896289879000051,-2445
3.916356237999935,-2445
3.9363863470000524,-2445
3.9563832799999545,-2445
3.9764763569999104,-2445
3.9964698520000184,-2445
4.016432774999885,-2445
4.035048534999987,-2445
4.055012239000007,-2445
4.073426907999874,-2445
4.0927621339999405,-2445
4.112695525999925,-2445
4.132655741000008,-2445
4.151132804999861,-2445
4.171082135000006,-2445
4.191026620000002,-2445
4.211130009000044,-2445
4.229570302999946,-2445
4.248155802999918,-2445
4.268129610999949,-2445
4.288068888999987,-2445
4.306501579000042,-2445
4.326505229999839,-2445
4.346518984999875,-2445
4.366577323000001,-2445
4.384975897999993,-2445
4.404932779999854,-2445
4.425023044,-2445
4.445040287999973,-2445
4.465049616999977,-2445
4.485041600999921,-2445
4.505020564999995,-2445
4.525045465999938,-2445
4.5451066159998845,-2445
4.56359737799994,-2445
4.581917256999986,-2445
4.6019301789999645,-2445
4.620327921999888,-2445
4.638702070999898,-2445
4.658724835999919,-2445
4.678030999999919,-2445
4.6980612649999784,-2445
4.7180556450000495,-2445
4.737513734000004,-2445
4.757538321999846,-2445
4.777584732999912,-2445
4.797580571000026,-2445
4.817637554999919,-2445
4.837631466999937,-2445
4.857614701999864,-2445
4.876937583999961,-2445
4.896210518999851,-2445
4.914631229999941,-2445
4.934605609999835,-2445
4.954671134999899,-2445
4.97622543600005,-2445
4.996263460999899,-2445
5.016273518999924,-2445
5.036284356999886,-2445
5.054765743999951,-2445
5.074780697000051,-2445
5.094841222000014,-2445
5.114857424999855,-2445
5.133277406999923,-2445
5.152604351000036,-2445
5.1725643049999235,-2445
5.19255946699991,-2445
5.212633376999975,-2445
5.23267718399984,-2445
5.25263948199995,-2445
5.271867418000056,-2445
5.291813883000032,-2445
5.311719513999833,-2445
5.331779882999854,-2445
5.351685046000057,-2445
5.371630833999916,-2445
5.390051335999942,-2445
5.4099949359999755,-2445
5.42848465599991,-2445
5.447742329999983,-2445
5.467760980999856,-2445
5.487903170999971,-2445
5.507911249000017,-2445
5.52789526499987,-2445
5.547958759000039,-2445
5.568010064999953,-2445
5.587976217000005,-2445
5.608144134999975,-2445
5.6274092060000385,-2445
5.645826166999996,-2445
5.665133996999884,-2445
5.683528353999918,-2445
5.703476015999968,-2445
5.730914169000016,-2445
5.751006464000056,-2445
5.771121831999835,-2445
5.791133086999935,-2445
5.811099707000039,-2445
5.831166220999876,-2445
5.851160288999836,-2445
5.87119518999998,-2445
5.8912638909998805,-2445
5.910537660000045,-2445
5.9304956339999535,-2445
5.950534596999887,-2445
5.970576996999853,-2445
5.9889962499999,-2445
6.0083291839998765,-2445
6.028411582999979,-2445
6.0476924350000445,-2445
6.0678141040000355,-2445
6.087807702999953,-2445
6.107798021000008,-2445
6.12795448199995,-2445
6.147940216000052,-2445
6.167912409999872,-2445
6.187943299999915,-2445
6.207947991999845,-2445
6.227999714999896,-2445
6.246554120999917,-2445
6.266567198999837,-2445
6.286633088999906,-2445
6.305043694999995,-2445
6.3239764279999235,-2445
6.34404481699994,-2445
6.364031331999968,-2445
6.3824263659998905,-2445
6.402392830000053,-2445
6.422378095999875,-2445
6.442342841000027,-2445
6.461674471999913,-2445
6.480056069000057,-2445
6.499977220999881,-2445
6.520057850000057,-2445
6.5400097829999595,-2445
6.560001505999935,-2445
6.580107238999972,-2445
6.600089951999962,-2445
6.620136258000002,-2446
6.640100065999832,-2448
6.660106528999904,-2457
6.680168511999909,-2499
6.700145966000036,-2615
6.720110814999998,-2739
6.738817614000027,-2878
6.758032580999952,-3017
6.776465946999906,-3216
6.79575372599993,-3399
6.815673263000008,-3667
6.835633737999842,-3908
6.855669471000056,-4236
6.875778588999992,-4632
6.894181069999831,-4989
6.914142377999951,-5363
6.934123268999883,-5759
6.954178220999893,-6160
6.97421327699999,-6542
6.994188906999852,-6939
7.014235005000046,-7308
7.034161991000019,-7718
7.054168557999901,-8108
7.074322622999944,-8464
7.0927171880000515,-8819
7.112652349999962,-9143
7.132619021999972,-9487
7.152584339999976,-9822
7.172578459999841,-10164
7.191031148999855,-10502
7.21095777000005,-10827
7.23090485900002,-11190
